,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
381,2024-01-05 04:52:00,45.685,45.74,45.765,45.685,750404,1704401520,,,,,,,,,,,13.552699756466282,12.40321874227353,6.642510981571771,-69.6319073057423,0,0,106148.50700000001,,,45.685:1158.0;,-312.6599999999954,
387,2024-01-05 04:58:00,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1.0,,-0.8665576274715647,8.833362890717225,6.642510981571771,-75.26683307382747,1,0,106148.50700000001,,,,0.0,
280,2024-02-14 03:11:00,55.915,55.891,55.936,55.891,192396,1707851460,,,,,,,,,1.0,,-6.81114411492176,13.328335538516306,1.5701620970461363,-74.36173540805012,1,0,53085.17200000001,55.915:949.0;,55.915:949.0;,,0.0,55.915;
282,2024-02-14 03:13:00,55.905,55.83,55.905,55.83,105644,1707851580,,,,,1.0,,,,,,-7.960260917554347,13.328335538516306,1.5701620970461363,-76.49034519677721,1,0,31.32700000001205,55.915:949.0;55.905:949.0;,55.905:949.0;,,0.0,55.915;55.905;
286,2024-02-14 03:17:00,55.795,55.755,55.795,55.735,250936,1707851820,,,,,,,1.0,,,,-6.443127937257767,9.48931891638317,1.5701620970461363,-69.14905967158724,1,0,-53029.717999999986,55.915:949.0;55.905:949.0;55.795:951.0;,55.795:951.0;,,0.0,55.915;55.905;55.795;
322,2024-02-14 03:53:00,55.7,55.655,55.715,55.655,331208,1707853980,,,,,,,,,,,45.60027189980468,7.335714883738845,-4.391350350778453,-69.6355588494061,0,0,105659.58200000002,,,55.7:949.0;55.7:949.0;55.7:951.0;,-488.9249999999938,
346,2024-03-06 04:17:00,58.035,58.015,58.041,58.015,151040,1709669820,,,1.0,,,,,,,,14.907685189997409,4.019394209072292,-11.530776186716508,-62.00736621304123,1,0,52847.732000000025,58.035:910.0;,58.035:910.0;,,0.0,58.035;
386,2024-03-06 04:57:00,58.725,58.74,58.775,58.725,444664,1709672220,,,,,,,,,,,122.44648079384078,24.610283726768458,-16.718112203891366,80.56617689872513,0,0,106287.48200000002,,,58.725:910.0;,627.9000000000044,58.725;
235,2024-04-16 01:26:00,57.156,57.045,57.156,57.045,244980,1713201960,,,1.0,,,,,,,,4.617769881920438,-3.759750060346129,8.490702580457551,-78.05907775321465,1,0,53189.55800000002,57.156:929.0;,57.156:929.0;,,0.0,57.156;
240,2024-04-16 01:31:00,56.47,56.142,56.47,56.142,900772,1713202260,,,,,,,,,,,-3.9179418244455695,-5.766350710587794,3.170561631229674,-78.91063569411791,0,0,105650.18800000002,,,56.47:929.0;,-637.294,
244,2024-04-16 01:35:00,56.26,56.34,56.405,56.26,724264,1713202500,,,,,1.0,,,,,,-0.8895692792101002,-6.113453360986682,3.170561631229674,-67.17549946631209,1,0,52540.74800000003,56.26:944.0;,56.26:944.0;,,0.0,56.26;
288,2024-04-16 02:19:00,55.817,55.86,55.9,55.801,252464,1713205140,,,,,,,,,,,15.650739489322609,-7.00028749173967,-0.148893570076126,-68.02662152238332,0,0,105231.99600000003,,,55.817:944.0;,-418.19199999999796,
19,2024-04-16 21:50:00,55.45,55.565,55.57,55.45,265617,1713275400,1.0,,,,,,,,,,42.19723473186068,10.187972536763064,2.80599631676224,-49.78386836199945,1,0,52665.39600000002,55.45:948.0;,55.45:948.0;,,0.0,55.45;
30,2024-04-16 22:01:00,55.93,55.875,55.93,55.875,293664,1713276060,,1.0,,,,,,,,,74.19131238806193,15.631264764086495,2.891605367564374,70.54559917601334,0,1,79176.21600000001,55.45:474.0;,,55.93:474;,227.5199999999985,56.08;
67,2024-04-16 22:38:00,55.51,55.425,55.51,55.423,581032,1713278280,,,,,,,,,,,9.189041540567205,29.224957680514336,2.008884339073965,-52.10790878081688,0,0,105487.956,,,55.51:474.0;,28.43999999999771,
196,2024-04-18 00:47:00,53.43,53.395,53.43,53.35,463924,1713372420,,,1.0,,,,,,,,-1.583924484160864,-16.866411792922364,4.738198248611781,-75.04775294890372,1,0,52752.54600000001,53.43:987.0;,53.43:987.0;,,0.0,53.43;
324,2024-04-18 02:55:00,54.19,54.18,54.22,54.145,320864,1713380100,,,,,,,,,,,57.13010753149176,57.50850551092717,7.361096047019121,-53.505341068048295,0,0,106238.076,,,54.19:987.0;,750.1199999999981,
10,2024-04-19 21:41:00,51.84,51.762,51.905,51.76,357502,1713534060,1.0,,,,,,,,,,24.297852652928256,15.532400115526592,11.468342624089058,-63.097888094482535,1,0,53153.916,51.84:1024.0;,51.84:1024.0;,,0.0,51.84;
18,2024-04-19 21:49:00,52.11,52.06,52.11,52.01,346837,1713534540,,1.0,,,,,,,,,38.30433930691052,18.496065005229973,11.468342624089058,16.10145992244484,0,1,79834.236,51.84:512.0;,,52.11:512;,138.23999999999796,52.339;
44,2024-04-19 22:15:00,51.54,51.515,51.61,51.515,430564,1713536100,,,,,,,,,,,17.382376945890186,20.08636426304893,12.136625308926517,-64.0870906456368,0,0,106222.716,,,51.54:512.0;,-153.60000000000218,
56,2024-04-19 22:27:00,51.1,51.036,51.1,51.036,350176,1713536820,,,,,,,1.0,,,,-10.070830713554706,13.174573167690356,12.136625308926517,-77.76735840748564,1,0,53129.816,51.1:1039.0;,51.1:1039.0;,,0.0,51.1;
112,2024-04-19 23:23:00,50.805,50.87,50.89,50.805,246680,1713540180,,,,,,,,,,,6.474213862457589,9.093318837140991,11.207637606948309,-76.70384922264402,0,0,105916.211,,,50.805:1039.0;,-306.50500000000176,
166,2024-04-20 00:17:00,49.906,49.96,49.96,49.906,394488,1713543420,,,1.0,,,,,,,,-2.296357448231408,-4.28238312809102,8.372763119277247,-77.47514705605931,1,0,52816.227,49.906:1064.0;,49.906:1064.0;,,0.0,49.906;
272,2024-04-20 02:03:00,50.119,50.035,50.13,50.035,251704,1713549780,,,,,,,,,,,26.190039017328036,33.91955224046336,8.336109823211862,-58.92672856834062,0,0,106142.843,,,50.119:1064.0;,226.63200000000103,
320,2024-04-20 02:51:00,49.302,49.3,49.385,49.3,462176,1713552660,,,,,1.0,,,,,,-4.889845156774832,15.052378187094211,7.088142350509806,-73.01630831715764,1,0,53044.58899999999,49.302:1077.0;,49.302:1077.0;,,0.0,49.302;
386,2024-04-20 03:57:00,49.49,49.535,49.54,49.49,360840,1713556620,,,,,,,,,,,56.10683988184228,20.488902293722447,6.453746885649643,79.14188096043782,0,0,106345.31899999999,,,49.49:1077.0;,202.47600000000256,49.6;
110,2024-05-01 23:21:00,51.51,51.45,51.515,51.45,294860,1714576860,,,,,,,,,1.0,,-10.08159612742115,14.9659561754818,18.16036737469139,-76.0042117249862,1,0,53186.99899999999,51.51:1032.0;,51.51:1032.0;,,0.0,51.51;
